name,domination_number,total_domination_number,connected_domination_number,semitotal_domination_number,independence_number,power_domination_number,zero_forcing_number,total_zero_forcing_number,connected_zero_forcing_number,diameter,radius,order,size,independent_domination_number,chromatic_number,matching_number,min_maximal_matching_number,triameter,randic_index,harmonic_index,sum_connectivity_index,min_degree,max_degree,clique_number,residue,annihilation_number,sub_total_domination_number,slater,k_slater_index,wiener_index,vertex_cover_number,k_residual_index,(order - domination_number),(order - total_domination_number),(order - connected_domination_number),(order - power_domination_number),(order - zero_forcing_number),(order - triameter),(order - diameter),(order - radius),(order - independent_domination_number),(order - chromatic_number),(order - matching_number),(order - min_maximal_matching_number),(order - min_degree),(order - max_degree),(order - clique_number),(order - residue),(order - annihilation_number),(order - sub_total_domination_number),(order - slater),(order - k_slater_index),(order - k_residual_index),min_edge_cover,[(annihilation_number + residue)/ max_degree],[order/ max_degree],[order/ (max_degree + 1)],[order/ (max_degree - 1)],[order/ (max_degree + 2)],(residue + annihilation_number),a connected graph,a tree graph,a connected_graph with min_degree at least 2,a connected_graph with min_degree at least 3,a connected_graph with min_degree at least 4,a connected and bipartite graph,an eulerian graph,a connected and planar graph,a connected and regular graph,a connected and cubic graph,a connected graph which is not K_n,a connected and triangle-free graph,a connected and at-free graph,a connected and claw-free graph,a connected graph with maximum degree at most 3,a connected graph which is not K_n and has maximum degree at most 3,"a connected, claw-free, and cubic graph","a connected, planar, and cubic graph",a connected and cubic graph which is not K_4,a connected and well-covered graph,a connected graph with diameter at most 3,a connected and planar graph with diameter at most 3,a connected and chordal graph,a connected and bipartite graph with min_degree at least 2,a connected and bipartite graph with min_degree at least 3,a connected and bipartite graph with min_degree at least 4,a connected and planar graph with min_degree at least 2,a connected and planar graph with min_degree at least 3,a connected and planar graph with min_degree at least 4,a connected graph which is not K_n with min_degree at least 2,a connected graph which is not K_n with min_degree at least 3,a connected graph which is not K_n with min_degree at least 4,a connected and triangle-free graph with min_degree at least 2,a connected and triangle-free graph with min_degree at least 3,a connected and triangle-free graph with min_degree at least 4,a connected and at-free graph with min_degree at least 2,a connected and at-free graph with min_degree at least 3,a connected and at-free graph with min_degree at least 4,a connected and claw-free graph with min_degree at least 2,a connected and claw-free graph with min_degree at least 3,a connected and claw-free graph with min_degree at least 4,a connected graph with min_degree at least 2 and maximum degree at most 3,a connected and chordal graph with min_degree at least 2,a connected and chordal graph with min_degree at least 3,a connected and diamond-free graph,"a connected, cubic, and diamond-free graph",a connected and bull-free graph,positive_semidefinite_zero_forcing_number,graph_energy,square_positive_energy,second_largest_eigenvalues,a block graph, second_largest_eigenvalue,LG_residue,LG_annihilation,LG_graph_energy,LG_slater,square_residue,square_annihilation,square_zero_forcing_number,square_clique_number,outer_connected_domination_number,edge_domination_number,square_chromatic_number,cubed_chromatic_number,cube_residue,cube_annihilation,power_2_residue_sum,power_3_residue_sum,power_2_annihilation_sum,power_3_annihilation_sum,power_max_degree_residue_sum,power_max_degree_annihilation_sum,power_min_degree_residue_sum,power_min_degree_annihilation_sum,residue_residue_power_sum,roman_domination_number,double_roman_domination_number,two_rainbow_domination_number,three_rainbow_domination_number,restrained_domination_number,strong_harmonic_index,reciprocal_first_zagreb_index,reciprocal_second_zagreb_index,reciprocal_harary_index,reciprocal_second_zagreb_variation,reciprocal_randic_index,reciprocal_augmented_zagreb_index,reciprocal_sum_connectivity_index,reciprocal_hyper_zagreb_index,reciprocal_geometric_arithmetic_index,reciprocal_first_zagreb_index_2_degree,reciprocal_second_zagreb_index_2_degree,reciprocal_randic_index_2_degree,reciprocal_sum_connectivity_index_2_degree,reciprocal_geometric_arithmetic_index_2_degree,augmented_average_edge_degree,inverse_degree_plus_two_sum,inverse_degree_plus_one_sum,inverse_edge_degree_plus_two_sum,inverse_edge_degree_plus_one_sum,a connected graph that is a line graph
MathematicaGraph7564,3,4,4,7,5,2,3,5,5,5,3,8,7,3,2,3,2,12,3.663902460147014,3.3666666666666667,3.4189910556895,1,3,2,4,5,3,2,2,71.0,3,2,5,4,4,6,5,-4,3,5,5,6,5,6,7,5,6,4,3,5,6,6,6,5,3.0,2.6666666666666665,2.0,4.0,1.6,9,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,9,(7+0j),(2+0j),True,2,3,4,9,2,3,5,4,4,5,2,4,5,2,4,7,9,10,14,9,14,4,5,11,5.0,8.0,6,6,5,1.6833333333333331,4.722222222222222,2.0,20.11833333333333,1.6833333333333331,3.663902460147014,1.3888888888888888,3.4189910556895,1.3333333333333333,6.480272944275192,0.7761111111111112,0.4833333333333333,1.7994076783470263,2.468803071003526,6.860004597932608,2.6486486486486487,2.233333333333333,3.1666666666666665,1.35,1.6833333333333331,False
MathematicaGraph7570,2,2,2,8,6,1,5,6,6,3,2,8,7,2,2,2,1,8,3.037023368100676,2.345238095238095,2.820726024829036,1,6,2,6,6,2,2,1,54.0,2,1,6,6,6,7,3,0,5,6,6,6,6,7,7,2,6,2,2,6,6,7,7,6,2.0,1.3333333333333333,1.1428571428571428,1.6,1.0,12,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,7,(7+0j),(1+0j),True,1,2,4,11,1,2,4,6,7,6,1,7,8,1,4,8,9,10,14,12,26,6,6,12,3.0,5.0,7,7,6,1.1726190476190474,6.277777777777778,1.4166666666666667,23.111111111111107,1.1726190476190474,3.037023368100676,3.143518518518519,2.820726024829036,0.5333333333333333,5.308105506485327,0.4297052154195012,0.2108843537414965,1.181635134580027,1.9873450658088307,6.8166645719045285,1.849056603773585,2.375,3.4761904761904763,0.9861111111111112,1.1726190476190474,False
MathematicaGraph7558,2,4,4,7,5,1,3,4,4,5,3,8,7,2,2,3,2,12,3.560660171779821,3.2,3.3272393461533625,1,4,2,4,5,3,2,1,71.0,3,2,6,4,4,7,5,-4,3,5,6,6,5,6,7,4,6,4,3,5,6,7,6,5,2.25,2.0,1.6,2.6666666666666665,1.3333333333333333,9,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,8,(7+0j),(1+0j),True,1,3,4,10,2,2,4,4,5,6,2,5,6,2,4,6,8,9,13,10,17,4,5,10,4.0,6.0,6,7,6,1.6,4.8125,1.875,20.351111111111106,1.6,3.560660171779821,1.765625,3.3272393461533625,1.5833333333333333,6.285618083164127,0.6788888888888889,0.475,1.7544421493755995,2.442917179103787,6.926618278300987,2.5128205128205128,2.25,3.2,1.292857142857143,1.6,False
F_small_F4_HaHeHe,4,4,4,7,6,1,4,4,4,4,2,10,12,4,2,4,4,12,4.732050807568878,4.5,5.121320343559642,2,6,2,4,6,3,2,2,96.0,4,2,6,6,6,9,6,-2,6,8,6,8,6,6,8,4,8,6,4,7,8,8,8,6,1.6666666666666667,1.6666666666666667,1.4285714285714286,2.0,1.25,10,True,False,True,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,4,11,(12+0j),(1+0j),False,1,4,8,18,2,3,6,6,7,4,4,7,8,3,5,7,10,12,17,13,32,7,12,11,5.0,8.0,4,9,4,2.25,2.2777777777777777,2.0,36.04166666666668,2.25,4.732050807568878,1.5,5.121320343559642,4.533333333333333,11.196152422706632,0.4681279919375157,0.3809523809523809,2.065236287434409,3.397366596101028,11.452031283842336,3.4285714285714284,2.375,3.1428571428571432,1.8666666666666665,2.25,False
Gadget3,4,6,7,9,7,3,8,8,10,6,3,16,24,4,3,7,6,18,8.0,8.0,9.797958971132712,3,3,3,4,8,6,4,1,402.0,9,3,12,10,9,13,8,-2,10,13,12,13,9,10,13,13,13,12,8,10,12,15,13,9,4.0,5.333333333333333,4.0,8.0,3.2,12,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,7,22,(28+0j),(3+0j),False,3,5,12,40,5,3,9,10,5,9,6,5,6,3,10,7,10,17,27,10,27,10,27,13,8.0,12.0,7,9,4,3.9999999999999982,1.7777777777777783,2.6666666666666674,66.58666666666664,3.9999999999999982,7.9999999999999964,2.1069958847736614,9.797958971132712,2.666666666666666,24.0,0.688570168808264,1.0065476190476192,4.825431151683196,7.542710979348698,23.818245888046167,6.857142857142857,3.2000000000000006,4.0,3.4285714285714275,3.9999999999999982,False
G41,3,5,5,6,5,1,3,3,3,4,3,11,14,3,3,5,3,9,5.432652990377571,5.366666666666667,6.118950216318979,2,3,2,4,6,4,3,1,121.0,6,2,8,6,6,10,8,2,7,8,8,8,6,8,9,8,9,7,5,7,8,10,9,6,3.333333333333333,3.6666666666666665,2.75,5.5,2.2,10,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,3,15,(14+0j),(2+0j),False,2,4,8,23,3,2,6,6,5,5,3,5,7,2,5,6,8,12,17,8,17,6,12,9,6.0,9.0,6,8,4,2.683333333333334,1.9166666666666667,2.1388888888888893,42.45833333333334,2.683333333333334,5.432652990377572,1.563957475994513,6.11895021631898,3.5,13.838367176906171,0.2958078231292517,0.3486522108843538,2.189913642812173,3.896832523931431,13.929893320368285,4.454545454545455,2.45,3.166666666666667,2.247619047619047,2.683333333333334,False
MathematicaGraph7612,3,3,3,9,6,2,4,6,6,4,2,9,8,3,2,3,2,10,3.854059275497024,3.3190476190476192,3.627853549972964,1,4,2,5,6,3,2,2,86.0,3,2,6,6,6,7,5,-1,5,7,6,7,6,7,8,5,7,4,3,6,7,7,7,6,2.75,2.25,1.8,3.0,1.5,11,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,9,(8+0j),(2+0j),True,2,3,5,12,2,3,5,6,5,6,2,5,7,2,5,8,10,11,16,11,20,5,6,12,5.0,8.0,7,7,6,1.6595238095238094,6.284722222222222,1.9444444444444444,24.97222222222221,1.6595238095238094,3.854059275497024,2.3146433470507546,3.627853549972964,0.4166666666666666,6.987819529964102,0.6042361111111112,0.3458333333333334,1.6353458107278738,2.501912763839864,7.729354736705595,2.6666666666666665,2.566666666666667,3.7,1.367857142857143,1.6595238095238094,False
MathematicaGraph7606,4,4,4,9,5,1,4,5,5,4,2,9,8,4,2,4,3,12,3.964430832610072,3.523809523809524,3.682440807524285,1,5,2,5,6,3,2,2,82.0,4,1,5,5,5,8,5,-3,5,7,5,7,5,6,8,4,7,4,3,6,7,7,8,5,2.2,1.8,1.5,2.25,1.2857142857142858,11,True,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,10,(8+0j),(1+0j),True,1,4,5,11,2,4,5,5,6,5,3,6,7,3,4,9,12,11,15,14,23,5,6,14,5.0,9.0,6,8,5,1.7619047619047616,5.79,2.2,25.54166666666666,1.7619047619047616,3.964430832610072,1.774,3.682440807524285,1.55,7.029662818461805,0.9289583333333332,0.3624999999999999,1.615265871693496,2.417144093742324,7.513323188827756,2.56,2.5595238095238093,3.6666666666666665,1.4107142857142856,1.7619047619047616,False
cubic70,3,4,5,6,5,2,4,4,4,4,3,12,18,3,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,140.0,7,3,9,8,7,10,8,3,8,9,9,9,6,8,9,9,9,9,6,8,9,11,9,6,3.0,4.0,3.0,6.0,2.4,9,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,17,(19+0j),(2+0j),False,2,4,9,31,4,2,6,7,5,3,4,5,10,2,6,5,7,12,18,7,18,7,18,7,6.0,9.0,6,7,3,2.999999999999999,1.3333333333333337,2.0000000000000004,53.319444444444485,2.999999999999999,5.999999999999998,1.5802469135802462,7.348469228349535,2.0,18.0,0.2430909863945577,0.3603670634920635,2.537272897765424,4.767340337212861,17.949098911821032,5.142857142857143,2.4,3.0,2.5714285714285707,2.999999999999999,False
B_dom_B2,2,4,4,4,4,1,3,3,3,3,3,7,8,2,2,3,2,8,3.4494897427831783,3.4000000000000004,3.683281572999748,2,3,2,3,4,3,2,1,38.0,3,3,5,3,3,6,4,-1,4,4,5,5,4,5,5,4,5,4,3,4,5,6,4,4,2.333333333333333,2.333333333333333,1.75,3.5,1.4,7,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,2,9,(8+0j),(1+0j),False,1,3,4,11,2,2,3,5,4,4,2,4,7,1,3,5,6,7,10,6,10,5,7,6,4.0,6.0,4,5,2,1.6999999999999995,1.4722222222222223,1.5,21.38888888888889,1.6999999999999995,3.4494897427831788,1.0,3.6832815729997472,2.833333333333333,7.878775382679626,0.3025,0.3399999999999999,1.6472135954999578,2.5640332627676945,7.987615979999813,2.782608695652174,1.65,2.1666666666666665,1.4,1.6999999999999995,False
cubic64,4,4,5,7,5,2,4,4,4,4,3,12,18,4,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,136.0,7,3,8,8,7,10,8,3,8,9,8,9,6,8,9,9,9,9,6,8,9,10,9,6,3.0,4.0,3.0,6.0,2.4,9,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,17,(18+0j),(2+0j),False,2,4,9,32,4,2,6,7,6,4,4,6,11,2,6,5,7,12,18,7,18,7,18,7,7.0,10.0,6,7,4,2.999999999999999,1.3333333333333337,2.0000000000000004,54.06944444444449,2.999999999999999,5.999999999999998,1.5802469135802462,7.348469228349535,2.0,18.0,0.2228757243638195,0.3309240362811791,2.428512139417141,4.66376038040212,17.957242404876464,5.142857142857143,2.4,3.0,2.5714285714285707,2.999999999999999,False
MathematicaGraph7389,1,2,1,5,4,1,3,4,4,2,1,5,4,1,2,1,1,6,2.0,1.6,1.7888543819998317,1,4,2,4,4,2,1,1,16.0,1,1,4,3,4,4,2,-1,3,4,4,3,4,4,4,1,3,1,1,3,4,4,4,4,2.0,1.25,1.0,1.6666666666666667,0.8333333333333334,8,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,4,(4+0j),0j,True,0,1,2,6,1,1,2,4,5,4,1,5,5,1,2,5,6,6,8,7,10,4,4,7,2.0,3.0,4,4,5,0.8,4.0625,1.0,11.0,0.8,2.0,1.6875,1.7888543819998317,0.0833333333333333,3.2,0.3125,0.25,1.0,1.414213562373095,4.0,1.3333333333333333,1.4999999999999998,2.2,0.6666666666666666,0.8,False
cubic58,3,4,5,7,5,1,3,3,3,4,3,12,18,3,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,142.0,7,3,9,8,7,11,9,3,8,9,9,9,6,8,9,9,9,9,6,8,9,11,9,6,3.0,4.0,3.0,6.0,2.4,9,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,3,17,(19+0j),(2+0j),False,2,4,9,31,4,2,6,6,5,3,4,6,9,2,6,5,7,12,18,7,18,7,18,7,6.0,9.0,6,7,3,2.999999999999999,1.3333333333333337,2.0000000000000004,52.94444444444447,2.999999999999999,5.999999999999998,1.5802469135802462,7.348469228349535,2.0,18.0,0.2552437641723356,0.3787910997732426,2.600208194382689,4.82603014259123,17.952810032926163,5.142857142857143,2.4,3.0,2.5714285714285707,2.999999999999999,False
cubic59,4,5,5,7,5,2,4,4,4,3,3,12,18,4,3,6,4,8,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,136.0,7,3,8,7,7,10,8,4,9,9,8,9,6,8,9,9,9,9,6,8,9,10,9,6,3.0,4.0,3.0,6.0,2.4,9,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,18,(19+0j),(2+0j),False,2,4,9,32,4,2,6,8,6,4,4,6,12,1,6,5,6,12,18,6,18,6,18,6,7.0,10.0,6,8,4,2.999999999999999,1.3333333333333337,2.0000000000000004,53.88888888888894,2.999999999999999,5.999999999999998,1.5802469135802462,7.348469228349535,2.0,18.0,0.23093820861678,0.3437854308390022,2.4776383145266587,4.713340561788911,17.969111304549582,5.142857142857143,2.4,3.0,2.5714285714285707,2.999999999999999,False
"dumbell_D(4,5,2)",4,5,6,7,5,2,3,4,5,6,3,10,11,4,3,5,4,13,4.949489742783179,4.9,5.183281572999747,2,3,2,4,5,4,3,2,126.0,5,2,6,5,4,8,7,-3,4,7,6,7,5,6,8,7,8,6,5,6,7,8,8,5,3.0,3.333333333333333,2.5,5.0,2.0,9,True,False,True,False,False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,3,13,(11+0j),(2+0j),False,2,4,6,15,3,2,5,5,5,7,4,5,6,2,6,6,8,10,16,8,16,6,10,10,7.0,10.0,5,8,4,2.45,2.2222222222222223,2.25,31.02166666666665,2.45,4.949489742783179,1.375,5.183281572999747,4.333333333333334,10.878775382679626,0.5366666666666666,0.5569444444444445,2.4361666843613747,3.6360248382731655,10.942296183613015,3.9672131147540974,2.4,3.166666666666667,2.0,2.45,False
cubic65,3,4,5,7,5,2,5,5,5,3,3,12,18,3,3,6,4,9,6.0,6.0,7.348469228349535,3,3,2,3,6,4,3,1,135.0,7,3,9,8,7,10,7,3,9,9,9,9,6,8,9,9,10,9,6,8,9,11,9,6,3.0,4.0,3.0,6.0,2.4,9,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,4,17,(18+0j),(2+0j),False,2,4,9,32,4,2,6,8,6,4,4,6,12,1,6,5,6,12,18,6,18,6,18,6,6.0,9.0,6,7,3,2.999999999999999,1.3333333333333337,2.0000000000000004,54.16666666666671,2.999999999999999,5.999999999999998,1.5802469135802462,7.348469228349535,2.0,18.0,0.2177028218694885,0.3249007936507936,2.413474143802531,4.655093281942603,17.975345354426015,5.142857142857143,2.4,3.0,2.5714285714285707,2.999999999999999,False
B_dom_B3,3,3,3,5,3,1,2,2,2,3,2,7,9,3,3,3,3,7,3.434286964637233,3.3714285714285714,3.8751010084099593,2,4,3,3,4,2,2,2,36.0,4,1,4,4,4,6,5,0,4,5,4,4,4,4,5,3,4,4,3,5,5,5,6,4,1.75,1.75,1.4,2.333333333333333,1.1666666666666667,7,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,2,9,(9+0j),(1+0j),False,1,3,5,14,2,2,4,4,5,3,3,5,7,1,3,5,6,8,11,7,14,5,8,6,4.0,6.0,3,6,3,1.6857142857142855,1.2847222222222223,1.3611111111111112,23.166666666666664,1.6857142857142855,3.4342869646372325,0.9824674211248284,3.87510100840996,2.416666666666667,8.824696514612242,0.2883333333333333,0.3333333333333333,1.7206102576339315,2.768170291640309,8.938926165154232,2.745762711864407,1.5666666666666669,2.033333333333333,1.4119047619047618,1.6857142857142855,False
cubic71,4,4,6,7,6,2,5,5,5,4,3,12,18,4,2,6,4,10,6.0,6.0,7.348469228349535,3,3,2,3,6,4,3,2,142.0,6,3,8,8,6,10,7,2,8,9,8,10,6,8,9,9,10,9,6,8,9,10,9,6,3.0,4.0,3.0,6.0,2.4,9,True,False,True,True,False,True,False,False,True,True,True,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,4,16,(18+0j),(2+0j),False,2,4,9,32,4,2,6,8,5,4,4,6,8,2,6,5,7,12,18,7,18,7,18,7,7.0,10.0,6,6,4,2.999999999999999,1.3333333333333337,2.0000000000000004,53.12500000000003,2.999999999999999,5.999999999999998,1.5802469135802462,7.348469228349535,2.0,18.0,0.2379180839002267,0.3545918367346939,2.522728495635042,4.75940775353684,17.97108881983032,5.142857142857143,2.4,3.0,2.5714285714285707,2.999999999999999,False
MathematicaGraph7607,3,3,3,9,6,1,5,6,6,4,2,9,8,3,2,3,2,10,3.624556993418173,2.9761904761904763,3.373665211602708,1,6,2,6,7,3,2,2,76.0,3,1,6,6,6,8,4,-1,5,7,6,7,6,7,8,3,7,3,2,6,7,7,8,6,2.1666666666666665,1.5,1.2857142857142858,1.8,1.125,13,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,9,(8+0j),(1+0j),True,1,3,5,12,2,3,5,6,7,6,2,7,8,2,4,9,11,12,16,14,28,6,7,14,4.0,7.0,7,8,6,1.4880952380952377,6.527777777777778,1.8333333333333333,26.84722222222221,1.4880952380952377,3.624556993418173,2.814814814814816,3.373665211602708,1.0333333333333332,6.417085739628064,0.6675524376417235,0.2619047619047619,1.379133994926899,2.2521094138106865,7.61748271928878,2.206896551724138,2.625,3.809523809523809,1.2222222222222223,1.4880952380952377,False
G3,1,2,1,3,2,1,1,2,1,2,1,3,2,1,2,1,1,4,1.414213562373095,1.3333333333333333,1.1547005383792517,1,2,2,2,2,2,1,1,4.0,1,1,2,1,2,2,2,-1,1,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2.0,1.5,1.0,3.0,0.75,4,True,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,3,(2+0j),0j,True,0,1,1,2,1,1,1,2,3,2,1,3,3,1,1,3,4,3,4,3,3,2,2,3,2.0,3.0,2,3,3,0.6666666666666666,2.25,1.0,4.5,0.6666666666666666,1.414213562373095,0.25,1.1547005383792517,0.5,1.885618083164127,0.75,0.5,1.0,1.0,2.0,1.0,0.9166666666666664,1.3333333333333333,0.5,0.6666666666666666,True
MathematicaGraph7613,3,3,3,9,6,3,3,6,6,4,2,9,8,4,2,3,2,10,3.886751345948129,3.3714285714285714,3.6503561370183695,1,4,2,5,6,3,2,2,84.0,3,2,6,6,6,6,6,-1,5,7,5,7,6,7,8,5,7,4,3,6,7,7,7,6,2.75,2.25,1.8,3.0,1.5,11,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,9,(8+0j),(1+0j),True,1,3,5,12,2,3,6,6,5,6,2,5,7,2,5,8,10,12,17,11,21,5,6,12,6.0,9.0,6,7,6,1.6857142857142855,6.284722222222222,2.0,25.166666666666657,1.6857142857142855,3.886751345948129,2.1736111111111107,3.6503561370183695,0.4166666666666666,7.043588252359328,0.640625,0.3263888888888888,1.5850375667701502,2.445206086347808,7.636340886713954,2.6666666666666665,2.5666666666666664,3.7,1.3833333333333333,1.6857142857142855,False
G40,2,2,2,4,3,1,3,3,3,3,2,6,7,2,3,3,2,7,2.834933866028123,2.685714285714285,3.0499229399007746,1,4,3,3,4,2,2,1,25.0,3,1,4,4,4,5,3,-1,3,4,4,3,3,4,5,2,3,3,2,4,4,5,5,3,1.75,1.5,1.2,2.0,1.0,7,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,8,(8+0j),(1+0j),True,1,2,4,10,2,2,3,4,5,3,2,5,6,1,3,5,6,7,10,7,13,3,4,6,3.0,5.0,4,5,2,1.3428571428571427,1.9236111111111112,1.2083333333333333,17.444444444444443,1.3428571428571427,2.834933866028123,0.9936342592592592,3.0499229399007746,1.75,6.663991744254687,0.3561111111111111,0.3491666666666667,1.555412485247119,2.322456745903728,6.955861816551667,2.1777777777777776,1.45,1.95,1.1202380952380953,1.3428571428571427,False
MathematicaGraph7559,3,5,5,6,5,1,2,3,3,6,3,8,7,3,2,3,3,14,3.808060412490447,3.633333333333333,3.549127729379168,1,3,2,4,5,4,3,1,75.0,3,2,5,3,3,7,6,-6,2,5,5,6,5,5,7,5,6,4,3,4,5,7,6,5,3.0,2.6666666666666665,2.0,4.0,1.6,9,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,9,(7+0j),(1+0j),True,1,3,4,9,2,3,5,3,4,5,3,4,5,2,4,7,9,10,14,9,14,4,5,11,6.0,9.0,5,7,4,1.8166666666666669,4.111111111111111,2.1666666666666665,19.67388888888888,1.8166666666666669,3.808060412490447,1.0462962962962965,3.549127729379167,2.166666666666667,6.711235281175108,0.9533333333333334,0.6133333333333333,1.9910932501692096,2.587542894813413,6.864329303882105,2.8,2.2,3.083333333333333,1.4333333333333331,1.8166666666666669,False
MathematicaGraph7571,2,3,3,7,6,2,4,6,6,4,2,8,7,2,2,2,2,10,3.4165022194363885,2.9333333333333336,3.1971026724636946,1,4,2,5,6,3,2,1,66.0,2,3,6,5,5,6,4,-2,4,6,6,6,6,6,7,4,6,3,2,5,6,7,5,6,2.75,2.0,1.6,2.6666666666666665,1.3333333333333333,11,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,7,(7+0j),(2+0j),True,2,2,4,10,2,2,4,5,5,6,2,5,6,2,4,7,9,10,14,10,18,5,6,11,4.0,6.0,6,6,6,1.4666666666666666,5.423611111111111,1.7083333333333333,20.861111111111107,1.4666666666666666,3.4165022194363885,2.108217592592593,3.1971026724636946,0.75,6.054655746264211,0.5326303854875283,0.3809523809523809,1.6061837498898794,2.346115425191031,6.909015290246232,2.3902439024390243,2.283333333333333,3.283333333333333,1.2095238095238094,1.4666666666666666,False
